UDI,Date,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Internal Pressure[MPa],Battery Charging Current[A],coolant temp[C],carbon monoxide content[grams/sec],Oil Viscosity[cSt],Age[days],Machine failure
7973,3/3/2016,L55152,L,301.1,312.2,1397,54.9,2.343959732,84.8,0.0098271,12.40162101,875.9,0
7974,3/4/2016,L55153,L,301.1,312.3,1682,29.7,2.822147651,84.9,0.0053163,6.709073659,850.7,0
7975,3/5/2016,L55154,L,301.2,312.3,1528,38.4,2.563758389,84.9,0.0068736,8.674357862,859.4,0
7976,3/6/2016,M22835,M,301.2,312.3,1548,38.3,2.597315436,84.9,0.0068557,8.651768389,859.3,0
7977,3/7/2016,H37390,H,301.2,312.4,1395,47.8,2.340604027,85,0.0085562,10.79776838,868.8,0
7978,3/8/2016,L55157,L,301.2,312.4,1378,59,2.312080537,85,0.010561,13.32778942,880,0
7979,3/9/2016,L55158,L,301.2,312.4,1480,53.5,2.483221477,85,0.0095765,12.08536838,874.5,0
7980,3/10/2016,M22839,M,301.2,312.4,1428,36.6,2.395973154,85,0.0065514,8.267747338,857.6,0
7981,3/11/2016,M22840,M,301.2,312.4,1505,39.6,2.525167785,85,0.0070884,8.945431546,860.6,0
7982,3/12/2016,L55161,L,301,312.3,1445,36.4,2.424496644,84.9,0.0065156,8.22256839,857.4,0
7983,3/13/2016,L55162,L,301,312.3,1488,42.6,2.496644295,84.9,0.0076254,9.623115754,863.6,0
7984,3/14/2016,L55163,L,301,312.2,1601,33,2.686241611,84.8,0.005907,7.454526288,854,0
7985,3/15/2016,L55164,L,301,312.3,1550,34.9,2.600671141,84.9,0.0062471,7.883726286,855.9,0
7986,3/16/2016,L55165,L,301,312.2,1540,34.1,2.583892617,84.8,0.0061039,7.703010498,855.1,0
7987,3/17/2016,L55166,L,301.1,312.3,1587,34.5,2.662751678,84.9,0.0061755,7.793368392,855.5,0
7988,3/18/2016,H37401,H,301,312.2,1489,40.3,2.498322148,84.8,0.0072137,9.103557861,861.3,0
7989,3/19/2016,L55168,L,301.1,312.3,1486,34.9,2.493288591,84.9,0.0062471,7.883726286,855.9,0
7990,3/20/2016,L55169,L,301.1,312.4,1430,37.9,2.399328859,85,0.0067841,8.561410494,858.9,0
7991,3/21/2016,M22850,M,301.1,312.4,1809,25.1,3.035234899,85,0.0044929,5.669957874,846.1,0
7992,3/22/2016,L55171,L,301.1,312.3,1534,39,2.573825503,84.9,0.006981,8.809894704,860,0
7993,3/23/2016,M22852,M,301.1,312.3,1852,25.9,3.10738255,84.9,0.0046361,5.850673662,846.9,0
7994,3/24/2016,L55173,L,301.1,312.3,1595,31.9,2.676174497,84.9,0.0057101,7.206042078,852.9,0
7995,3/25/2016,L55174,L,301,312.3,1424,43.5,2.389261745,84.9,0.0077865,9.826421016,864.5,0
7996,3/26/2016,L55175,L,301,312.2,1776,28.8,2.979865772,84.8,0.0051552,6.505768397,849.8,0
7997,3/27/2016,M22856,M,301,312.2,1499,41.5,2.515100671,84.8,0.0074285,9.374631544,862.5,0
7998,3/28/2016,M22857,M,301,312.2,2710,9.7,4.546979866,84.8,0.0017363,2.191178939,830.7,1
7999,3/29/2016,L55178,L,300.9,312.1,1359,51.7,2.280201342,84.7,0.0092543,11.67875785,872.7,0
8000,3/30/2016,M22859,M,300.9,312.1,1617,31,2.713087248,84.7,0.005549,7.002736816,852,0
8001,3/31/2016,M22860,M,300.8,312,1443,53.3,2.42114094,84.6,0.0095407,12.04018943,874.3,0
8002,4/1/2016,L55181,L,300.8,312,1374,50.2,2.305369128,84.6,0.0089858,11.33991575,871.2,0
8003,4/2/2016,M22862,M,300.9,312.1,1851,23,3.105704698,84.7,0.004117,5.195578928,844,0
8004,4/3/2016,M22863,M,300.8,312,1274,67.3,2.137583893,84.6,0.0120467,15.20271573,888.3,0
8005,4/4/2016,L55184,L,300.9,312,1533,44,2.572147651,84.6,0.007876,9.939368384,865,0
8006,4/5/2016,L55185,L,300.8,312,1477,37.3,2.478187919,84.6,0.0066767,8.425873653,858.3,0
8007,4/6/2016,L55186,L,300.9,312.1,1462,46,2.453020134,84.7,0.008234,10.39115786,867,0
8008,4/7/2016,M22867,M,301,312.1,1664,28.4,2.791946309,84.7,0.0050836,6.415410502,849.4,0
8009,4/8/2016,L55188,L,300.8,311.9,1414,41.1,2.372483221,84.5,0.0073569,9.28427365,862.1,0
8010,4/9/2016,H37423,H,300.9,312,2129,17.8,3.572147651,84.6,0.0031862,4.020926301,838.8,0
8011,4/10/2016,L55190,L,300.8,311.8,1323,61.1,2.219798658,84.4,0.0109369,13.80216837,882.1,0
8012,4/11/2016,L55191,L,300.8,311.8,1427,43.3,2.394295302,84.4,0.0077507,9.781242069,864.3,0
8013,4/12/2016,M22872,M,300.9,312,1375,56.1,2.30704698,84.6,0.0100419,12.67269469,877.1,0
8014,4/13/2016,M22873,M,300.9,312,1402,50.7,2.352348993,84.6,0.0090753,11.45286312,871.7,0
8015,4/14/2016,L55194,L,300.9,312,1500,44.2,2.516778523,84.6,0.0079118,9.984547331,865.2,0
8016,4/15/2016,M22875,M,301,312,1558,37.5,2.61409396,84.6,0.0067125,8.4710526,858.5,0
8017,4/16/2016,M22876,M,300.9,312,1447,41.4,2.427852349,84.6,0.0074106,9.35204207,862.4,0
8018,4/17/2016,L55197,L,301,312,1518,39.3,2.546979866,84.6,0.0070347,8.877663125,860.3,0
8019,4/18/2016,L55198,L,301,311.9,1889,23.5,3.169463087,84.5,0.0042065,5.308526296,844.5,0
8020,4/19/2016,L55199,L,301,312.1,1675,30.7,2.810402685,84.7,0.0054953,6.934968395,851.7,0
8021,4/20/2016,H37434,H,300.9,312,1720,27.9,2.88590604,84.6,0.0049941,6.302463134,848.9,0
8022,4/21/2016,M22881,M,301,312,1499,34.6,2.515100671,84.6,0.0061934,7.815957866,855.6,0
8023,4/22/2016,L55202,L,300.9,312,1441,43.8,2.417785235,84.6,0.0078402,9.894189437,864.8,0
8024,4/23/2016,H37437,H,300.9,312,1397,42.7,2.343959732,84.6,0.0076433,9.645705227,863.7,0
8025,4/24/2016,L55204,L,300.9,312,1493,38.7,2.505033557,84.6,0.0069273,8.742126283,859.7,0
8026,4/25/2016,M22885,M,300.8,312,1422,50.7,2.38590604,84.6,0.0090753,11.45286312,871.7,0
8027,4/26/2016,L55206,L,300.7,311.9,1399,50.2,2.347315436,84.5,0.0089858,11.33991575,871.2,1
8028,4/27/2016,L55207,L,300.6,311.9,1425,44.9,2.390939597,84.5,0.0080371,10.14267365,865.9,0
8029,4/28/2016,L55208,L,300.6,311.8,1501,44.8,2.518456376,84.4,0.0080192,10.12008417,865.8,0
8030,4/29/2016,M22889,M,300.6,311.9,1629,35.3,2.733221477,84.5,0.0063187,7.974084181,856.3,0
8031,4/30/2016,L55210,L,300.6,312,1490,42.2,2.5,84.6,0.0075538,9.532757859,863.2,0
8032,5/1/2016,L55211,L,300.7,312,1550,32.4,2.600671141,84.6,0.0057996,7.318989446,853.4,0
8033,5/2/2016,L55212,L,300.8,312,1416,46.5,2.375838926,84.6,0.0083235,10.50410522,867.5,0
8034,5/3/2016,L55213,L,300.7,311.9,1485,38.8,2.491610738,84.5,0.0069452,8.764715757,859.8,0
8035,5/4/2016,L55214,L,300.7,311.8,1564,36.8,2.624161074,84.4,0.0065872,8.312926285,857.8,0
8036,5/5/2016,L55215,L,300.7,311.7,1910,19.7,3.204697987,84.3,0.0035263,4.450126299,840.7,0
8037,5/6/2016,L55216,L,300.7,311.7,1460,46.1,2.44966443,84.3,0.0082519,10.41374733,867.1,0
8038,5/7/2016,L55217,L,300.7,311.8,1603,34.1,2.689597315,84.4,0.0061039,7.703010498,855.1,0
8039,5/8/2016,L55218,L,300.7,311.8,1486,47.3,2.493288591,84.4,0.0084667,10.68482101,868.3,0
8040,5/9/2016,L55219,L,300.8,311.9,1560,31.8,2.617449664,84.5,0.0056922,7.183452605,852.8,0
8041,5/10/2016,L55220,L,300.8,311.9,1498,39.3,2.513422819,84.5,0.0070347,8.877663125,860.3,0
8042,5/11/2016,H37455,H,300.8,311.9,1431,48.5,2.401006711,84.5,0.0086815,10.9558947,869.5,0
8043,5/12/2016,L55222,L,300.8,311.9,1486,45.1,2.493288591,84.5,0.0080729,10.18785259,866.1,0
8044,5/13/2016,L55223,L,300.7,311.9,1486,35.8,2.493288591,84.5,0.0064082,8.087031549,856.8,0
8045,5/14/2016,L55224,L,300.7,311.8,1441,38.1,2.417785235,84.4,0.0068199,8.606589442,859.1,0
8046,5/15/2016,M22905,M,300.7,311.9,1366,55.1,2.291946309,84.5,0.0098629,12.44679995,876.1,0
8047,5/16/2016,L55226,L,300.6,311.8,1471,41.4,2.468120805,84.4,0.0074106,9.35204207,862.4,0
8048,5/17/2016,L55227,L,300.6,311.9,1463,38.2,2.454697987,84.5,0.0068378,8.629178915,859.2,0
8049,5/18/2016,L55228,L,300.6,311.9,1413,41.3,2.370805369,84.5,0.0073927,9.329452597,862.3,0
8050,5/19/2016,H37463,H,300.6,311.9,1604,30.5,2.691275168,84.5,0.0054595,6.889789448,851.5,0
8051,5/20/2016,L55230,L,300.7,312,1401,51.1,2.350671141,84.6,0.0091469,11.54322101,872.1,0
8052,5/21/2016,L55231,L,300.6,311.8,1652,27.2,2.771812081,84.4,0.0048688,6.144336819,848.2,0
8053,5/22/2016,L55232,L,300.5,311.9,1403,45.7,2.354026846,84.5,0.0081803,10.32338944,866.7,0
8054,5/23/2016,L55233,L,300.5,311.9,1887,21.7,3.166107383,84.5,0.0038843,4.901915771,842.7,0
8055,5/24/2016,L55234,L,300.4,311.8,1405,47.9,2.35738255,84.4,0.0085741,10.82035785,868.9,0
8056,5/25/2016,H37469,H,300.2,311.6,1496,41.1,2.510067114,84.2,0.0073569,9.28427365,862.1,0
8057,5/26/2016,L55236,L,300.1,311.5,1499,43.4,2.515100671,84.1,0.0077686,9.803831542,864.4,0
8058,5/27/2016,L55237,L,300.2,311.5,1549,37.2,2.598993289,84.1,0.0066588,8.403284179,858.2,0
8059,5/28/2016,L55238,L,300.3,311.6,1515,44.9,2.541946309,84.2,0.0080371,10.14267365,865.9,0
8060,5/29/2016,L55239,L,300.2,311.6,1540,37.7,2.583892617,84.2,0.0067483,8.516231547,858.7,0
8061,5/30/2016,H37474,H,300.2,311.5,1426,44.3,2.39261745,84.1,0.0079297,10.0071368,865.3,0
8062,5/31/2016,M22921,M,300.2,311.6,1465,41.4,2.458053691,84.2,0.0074106,9.35204207,862.4,0
8063,6/1/2016,M22922,M,300.3,311.6,1359,54.1,2.280201342,84.2,0.0096839,12.22090522,875.1,0
8064,6/2/2016,M22923,M,300.3,311.7,1551,36.4,2.602348993,84.3,0.0065156,8.22256839,857.4,0
8065,6/3/2016,L55244,L,300.5,311.8,1596,34.8,2.677852349,84.4,0.0062292,7.861136813,855.8,0
8066,6/4/2016,M22925,M,300.5,311.9,1670,26.3,2.802013423,84.5,0.0047077,5.941031557,847.3,0
8067,6/5/2016,L55246,L,300.4,311.9,1868,21.3,3.134228188,84.5,0.0038127,4.811557877,842.3,0
8068,6/6/2016,M22927,M,300.6,312,1490,39.8,2.5,84.6,0.0071242,8.990610493,860.8,0
8069,6/7/2016,M22928,M,300.5,311.9,1676,35.2,2.812080537,84.5,0.0063008,7.951494707,856.2,0
8070,6/8/2016,M22929,M,300.5,311.9,1875,22.1,3.145973154,84.5,0.0039559,4.992273666,843.1,0
8071,6/9/2016,M22930,M,300.5,312,1867,23,3.132550336,84.6,0.004117,5.195578928,844,0
8072,6/10/2016,L55251,L,300.5,312,1646,29.5,2.761744966,84.6,0.0052805,6.663894712,850.5,0
8073,6/11/2016,H37486,H,300.5,312,1375,43.2,2.30704698,84.6,0.0077328,9.758652595,864.2,0
8074,6/12/2016,L55253,L,300.5,312,1558,36.7,2.61409396,84.6,0.0065693,8.290336811,857.7,0
8075,6/13/2016,L55254,L,300.4,312,1631,34.9,2.736577181,84.6,0.0062471,7.883726286,855.9,0
8076,6/14/2016,L55255,L,300.4,312,1366,43,2.291946309,84.6,0.007697,9.713473648,864,0
8077,6/15/2016,L55256,L,300.3,311.8,1360,48,2.281879195,84.4,0.008592,10.84294733,869,0
8078,6/16/2016,L55257,L,300.3,311.8,1547,39.7,2.595637584,84.4,0.0071063,8.968021019,860.7,0
8079,6/17/2016,L55258,L,300.3,311.7,1571,31.2,2.63590604,84.3,0.0055848,7.047915763,852.2,0
8080,6/18/2016,L55259,L,300.2,311.5,1528,36.1,2.563758389,84.1,0.0064619,8.15479997,857.1,0
8081,6/19/2016,H37494,H,300.2,311.5,1432,43.6,2.402684564,84.1,0.0078044,9.84901049,864.6,0
8082,6/20/2016,L55261,L,300.2,311.6,1356,53.5,2.275167785,84.2,0.0095765,12.08536838,874.5,0
8083,6/21/2016,H37496,H,300.1,311.5,1422,46.2,2.38590604,84.1,0.0082698,10.4363368,867.2,0
8084,6/22/2016,L55263,L,300.1,311.4,1438,42.2,2.412751678,84,0.0075538,9.532757859,863.2,0
8085,6/23/2016,L55264,L,300.2,311.4,1483,44.4,2.488255034,84,0.0079476,10.02972628,865.4,0
8086,6/24/2016,L55265,L,300.2,311.4,1331,49.8,2.233221477,84,0.0089142,11.24955785,870.8,0
8087,6/25/2016,L55266,L,300.2,311.4,1463,37.5,2.454697987,84,0.0067125,8.4710526,858.5,0
8088,6/26/2016,L55267,L,300.1,311.4,1446,40.6,2.426174497,84,0.0072674,9.171326282,861.6,0
8089,6/27/2016,L55268,L,300.1,311.4,1356,45.7,2.275167785,84,0.0081803,10.32338944,866.7,0
8090,6/28/2016,L55269,L,300.1,311.3,1676,30.3,2.812080537,83.9,0.0054237,6.844610501,851.3,0
8091,6/29/2016,L55270,L,300.1,311.4,1910,23,3.204697987,84,0.004117,5.195578928,844,0
8092,6/30/2016,L55271,L,300.2,311.6,1375,56.9,2.30704698,84.2,0.0101851,12.85341048,877.9,0
8093,7/1/2016,M22952,M,300.2,311.6,1513,40.8,2.538590604,84.2,0.0073032,9.216505229,861.8,0
8094,7/2/2016,L55273,L,300.2,311.6,1511,35.7,2.535234899,84.2,0.0063903,8.064442075,856.7,0
8095,7/3/2016,H37508,H,300.2,311.6,1662,28.8,2.788590604,84.2,0.0051552,6.505768397,849.8,0
8096,7/4/2016,L55275,L,300.2,311.7,1493,48.3,2.505033557,84.3,0.0086457,10.91071575,869.3,0
8097,7/5/2016,M22956,M,300.2,311.7,1555,37.4,2.609060403,84.3,0.0066946,8.448463126,858.4,0
8098,7/6/2016,L55277,L,300.3,311.7,1452,41.5,2.436241611,84.3,0.0074285,9.374631544,862.5,0
8099,7/7/2016,L55278,L,300.2,311.6,1500,39,2.516778523,84.2,0.006981,8.809894704,860,0
8100,7/8/2016,L55279,L,300.2,311.7,1603,30.5,2.689597315,84.3,0.0054595,6.889789448,851.5,0
8101,7/9/2016,L55280,L,300.3,311.7,1682,27.8,2.822147651,84.3,0.0049762,6.279873661,848.8,0
8102,7/10/2016,L55281,L,300.3,311.8,1567,37.7,2.629194631,84.4,0.0067483,8.516231547,858.7,0
8103,7/11/2016,L55282,L,300.3,311.8,1413,46,2.370805369,84.4,0.008234,10.39115786,867,0
8104,7/12/2016,M22963,M,300.3,311.9,1429,41.6,2.397651007,84.5,0.0074464,9.397221018,862.6,0
8105,7/13/2016,L55284,L,300.3,311.9,1692,31.5,2.838926174,84.5,0.0056385,7.115684184,852.5,0
8106,7/14/2016,L55285,L,300.4,311.9,1476,48.7,2.476510067,84.5,0.0087173,11.00107364,869.7,0
8107,7/15/2016,M22966,M,300.4,312,1596,30.4,2.677852349,84.6,0.0054416,6.867199974,851.4,0
8108,7/16/2016,H37521,H,300.3,311.9,1390,49,2.332214765,84.5,0.008771,11.06884206,870,0
8109,7/17/2016,M22968,M,300.3,311.8,1607,33.7,2.696308725,84.4,0.0060323,7.612652603,854.7,0
8110,7/18/2016,L55289,L,300.3,311.7,1821,26.3,3.055369128,84.3,0.0047077,5.941031557,847.3,0
8111,7/19/2016,H37524,H,300.3,311.8,2141,18.5,3.592281879,84.4,0.0033115,4.179052616,839.5,0
8112,7/20/2016,M22971,M,300.4,311.8,1553,33.1,2.605704698,84.4,0.0059249,7.477115762,854.1,1
8113,7/21/2016,M22972,M,300.4,311.8,1442,45.1,2.419463087,84.4,0.0080729,10.18785259,866.1,0
8114,7/22/2016,L55293,L,300.4,311.7,1459,45.6,2.447986577,84.3,0.0081624,10.30079996,866.6,0
8115,7/23/2016,H37528,H,300.4,311.8,2496,13.5,4.187919463,84.4,0.0024165,3.049578936,834.5,0
8116,7/24/2016,L55295,L,300.4,311.8,1367,57.2,2.293624161,84.4,0.0102388,12.9211789,878.2,0
8117,7/25/2016,L55296,L,300.3,311.8,2004,19.6,3.362416107,84.4,0.0035084,4.427536826,840.6,0
8118,7/26/2016,L55297,L,300.3,311.7,1406,47.5,2.359060403,84.3,0.0085025,10.72999996,868.5,0
8119,7/27/2016,L55298,L,300.3,311.8,1548,33,2.597315436,84.4,0.005907,7.454526288,854,0
8120,7/28/2016,L55299,L,300.3,311.7,1333,55.2,2.236577181,84.3,0.0098808,12.46938943,876.2,0
8121,7/29/2016,L55300,L,300.2,311.6,1767,26.4,2.964765101,84.2,0.0047256,5.96362103,847.4,0
8122,7/30/2016,L55301,L,300.2,311.6,1827,27,3.065436242,84.2,0.004833,6.099157872,848,0
8123,7/31/2016,M22982,M,300.2,311.6,1533,46.4,2.572147651,84.2,0.0083056,10.48151575,867.4,0
8124,8/1/2016,H37537,H,300.2,311.5,1515,36.8,2.541946309,84.1,0.0065872,8.312926285,857.8,0
8125,8/2/2016,L55304,L,300.2,311.4,1568,41,2.630872483,84,0.007339,9.261684176,862,0
8126,8/3/2016,L55305,L,300.2,311.4,1452,47.8,2.436241611,84,0.0085562,10.79776838,868.8,0
8127,8/4/2016,L55306,L,300.2,311.4,1433,37.9,2.404362416,84,0.0067841,8.561410494,858.9,0
8128,8/5/2016,M22987,M,300.1,311.3,1650,33.8,2.768456376,83.9,0.0060502,7.635242077,854.8,0
8129,8/6/2016,L55308,L,300.1,311.4,1629,31.3,2.733221477,84,0.0056027,7.070505237,852.3,0
8130,8/7/2016,L55309,L,300,311.3,1520,39.2,2.55033557,83.9,0.0070168,8.855073651,860.2,0
8131,8/8/2016,H37544,H,300,311.2,1393,43.1,2.337248322,83.8,0.0077149,9.736063122,864.1,0
8132,8/9/2016,H37545,H,299.9,311.2,1364,49.6,2.288590604,83.8,0.0088784,11.20437891,870.6,0
8133,8/10/2016,M22992,M,299.9,311.3,1389,50,2.330536913,83.9,0.00895,11.2947368,871,0
8134,8/11/2016,L55313,L,299.8,311.1,1466,46.1,2.459731544,83.7,0.0082519,10.41374733,867.1,0
8135,8/12/2016,L55314,L,299.7,311.1,1650,32.4,2.768456376,83.7,0.0057996,7.318989446,853.4,0
8136,8/13/2016,L55315,L,299.6,311,1554,36.3,2.60738255,83.6,0.0064977,8.199978917,857.3,0
8137,8/14/2016,M22996,M,299.6,310.9,1474,39.7,2.473154362,83.5,0.0071063,8.968021019,860.7,0
8138,8/15/2016,H37551,H,299.5,310.8,1600,32.4,2.684563758,83.4,0.0057996,7.318989446,853.4,0
8139,8/16/2016,L55318,L,299.5,310.8,1356,54.9,2.275167785,83.4,0.0098271,12.40162101,875.9,0
8140,8/17/2016,L55319,L,299.5,310.8,1571,38.2,2.63590604,83.4,0.0068378,8.629178915,859.2,0
8141,8/18/2016,L55320,L,299.6,310.9,1658,28,2.781879195,83.5,0.005012,6.325052608,849,0
8142,8/19/2016,L55321,L,299.6,310.8,1393,49.9,2.337248322,83.4,0.0089321,11.27214733,870.9,0
8143,8/20/2016,M23002,M,299.7,311,1448,49.8,2.429530201,83.6,0.0089142,11.24955785,870.8,0
8144,8/21/2016,L55323,L,299.7,310.9,1477,40.4,2.478187919,83.5,0.0072316,9.126147334,861.4,0
8145,8/22/2016,M23004,M,299.7,311,1506,42.7,2.526845638,83.6,0.0076433,9.645705227,863.7,0
8146,8/23/2016,M23005,M,299.7,310.9,1685,32.1,2.827181208,83.5,0.0057459,7.251221026,853.1,0
8147,8/24/2016,L55326,L,299.6,310.9,1533,31.8,2.572147651,83.5,0.0056922,7.183452605,852.8,0
8148,8/25/2016,L55327,L,299.5,310.8,1447,41,2.427852349,83.4,0.007339,9.261684176,862,0
8149,8/26/2016,M23008,M,299.5,310.7,1488,39.5,2.496644295,83.3,0.0070705,8.922842072,860.5,0
8150,8/27/2016,M23009,M,299.6,310.8,1427,50.4,2.394295302,83.4,0.0090216,11.38509469,871.4,0
8151,8/28/2016,M23010,M,299.5,310.7,1424,41.3,2.389261745,83.3,0.0073927,9.329452597,862.3,0
8152,8/29/2016,L55331,L,299.5,310.7,1472,40.9,2.469798658,83.3,0.0073211,9.239094702,861.9,0
8153,8/30/2016,L55332,L,299.5,310.7,1438,45.7,2.412751678,83.3,0.0081803,10.32338944,866.7,0
8154,8/31/2016,L55333,L,299.6,310.8,1507,42.4,2.52852349,83.4,0.0075896,9.577936806,863.4,0
8155,9/1/2016,L55334,L,299.6,310.7,1393,52.1,2.337248322,83.3,0.0093259,11.76911575,873.1,0
8156,9/2/2016,L55335,L,299.5,310.8,1283,52.4,2.152684564,83.4,0.0093796,11.83688417,873.4,0
8157,9/3/2016,L55336,L,299.6,310.8,1644,30.9,2.758389262,83.4,0.0055311,6.980147342,851.9,0
8158,9/4/2016,L55337,L,299.6,310.8,1498,46.9,2.513422819,83.4,0.0083951,10.59446312,867.9,0
8159,9/5/2016,L55338,L,299.6,310.8,1400,40.8,2.348993289,83.4,0.0073032,9.216505229,861.8,0
8160,9/6/2016,H37573,H,299.6,310.9,1679,31.2,2.817114094,83.5,0.0055848,7.047915763,852.2,0
8161,9/7/2016,M23020,M,299.7,311.1,1618,30.3,2.714765101,83.7,0.0054237,6.844610501,851.3,0
8162,9/8/2016,H37575,H,299.6,311,1714,30.2,2.875838926,83.6,0.0054058,6.822021027,851.2,0
8163,9/9/2016,L55342,L,299.6,311,1574,35,2.640939597,83.6,0.006265,7.90631576,856,0
8164,9/10/2016,L55343,L,299.7,311.1,1574,36.4,2.640939597,83.7,0.0065156,8.22256839,857.4,0
8165,9/11/2016,L55344,L,299.6,310.9,1472,40.9,2.469798658,83.5,0.0073211,9.239094702,861.9,0
8166,9/12/2016,L55345,L,299.6,311,1552,33.2,2.604026846,83.6,0.0059428,7.499705235,854.2,0
8167,9/13/2016,L55346,L,299.7,311.1,1603,31.4,2.689597315,83.7,0.0056206,7.09309471,852.4,0
8168,9/14/2016,H37581,H,299.7,311.1,1353,47.1,2.270134228,83.7,0.0084309,10.63964207,868.1,0
8169,9/15/2016,L55348,L,299.7,311.1,1690,30.6,2.83557047,83.7,0.0054774,6.912378922,851.6,0
8170,9/16/2016,M23029,M,299.8,311.2,1745,26.3,2.927852349,83.8,0.0047077,5.941031557,847.3,0
8171,9/17/2016,L55350,L,299.9,311.3,1522,45.7,2.553691275,83.9,0.0081803,10.32338944,866.7,0
8172,9/18/2016,H37585,H,300,311.4,1641,34.5,2.753355705,84,0.0061755,7.793368392,855.5,0
8173,9/19/2016,L55352,L,299.9,311.4,1596,28.9,2.677852349,84,0.0051731,6.52835787,849.9,0
8174,9/20/2016,H37587,H,299.9,311.4,1497,37,2.511744966,84,0.006623,8.358105232,858,0
8175,9/21/2016,L55354,L,299.9,311.3,1371,52.3,2.30033557,83.9,0.0093617,11.81429469,873.3,0
8176,9/22/2016,M23035,M,299.9,311.3,1445,41.2,2.424496644,83.9,0.0073748,9.306863123,862.2,0
8177,9/23/2016,L55356,L,299.8,311.2,1564,40,2.624161074,83.8,0.00716,9.03578944,861,0
8178,9/24/2016,L55357,L,299.7,311.1,1439,44.9,2.41442953,83.7,0.0080371,10.14267365,865.9,0
8179,9/25/2016,L55358,L,299.7,311.2,1352,52.1,2.268456376,83.8,0.0093259,11.76911575,873.1,0
8180,9/26/2016,L55359,L,299.8,311.3,1560,35.4,2.617449664,83.9,0.0063366,7.996673654,856.4,0
8181,9/27/2016,M23040,M,299.7,311.2,1616,42.3,2.711409396,83.8,0.0075717,9.555347333,863.3,0
8182,9/28/2016,L55361,L,299.7,311.2,1835,23.7,3.07885906,83.8,0.0042423,5.353705243,844.7,0
8183,9/29/2016,M23042,M,299.7,311.1,1649,32.7,2.766778523,83.7,0.0058533,7.386757867,853.7,0
8184,9/30/2016,L55363,L,299.8,311.1,1452,47.3,2.436241611,83.7,0.0084667,10.68482101,868.3,0
8185,10/1/2016,L55364,L,299.8,311.1,2144,17.7,3.597315436,83.7,0.0031683,3.998336827,838.7,0
8186,10/2/2016,L55365,L,299.7,311.1,1554,41,2.60738255,83.7,0.007339,9.261684176,862,0
8187,10/3/2016,L55366,L,299.7,311,1827,25.4,3.065436242,83.6,0.0045466,5.737726294,846.4,0
8188,10/4/2016,L55367,L,299.6,310.9,1448,46.3,2.429530201,83.5,0.0082877,10.45892628,867.3,0
8189,10/5/2016,M23048,M,299.6,310.9,1530,38.8,2.567114094,83.5,0.0069452,8.764715757,859.8,0
8190,10/6/2016,L55369,L,299.7,311,1983,21,3.327181208,83.6,0.003759,4.743789456,842,0
8191,10/7/2016,M23050,M,299.7,310.9,1620,37.2,2.718120805,83.5,0.0066588,8.403284179,858.2,0
8192,10/8/2016,M23051,M,299.6,310.9,1630,29.8,2.734899329,83.5,0.0053342,6.731663133,850.8,0
8193,10/9/2016,L55372,L,299.6,310.9,1229,65.2,2.062080537,83.5,0.0116708,14.72833679,886.2,1
8194,10/10/2016,L55373,L,299.5,310.8,1873,22.3,3.14261745,83.4,0.0039917,5.037452613,843.3,0
8195,10/11/2016,L55374,L,299.4,310.7,1426,45.7,2.39261745,83.3,0.0081803,10.32338944,866.7,0
8196,10/12/2016,L55375,L,299.4,310.8,1376,53.9,2.308724832,83.4,0.0096481,12.17572627,874.9,1
8197,10/13/2016,L55376,L,299.4,310.8,1622,33.6,2.72147651,83.4,0.0060144,7.59006313,854.6,0
8198,10/14/2016,M23057,M,299.4,310.7,1492,45.7,2.503355705,83.3,0.0081803,10.32338944,866.7,0
8199,10/15/2016,M23058,M,299.3,310.7,1374,48.9,2.305369128,83.3,0.0087531,11.04625259,869.9,0
8200,10/16/2016,L55379,L,299.2,310.7,1737,27,2.91442953,83.3,0.004833,6.099157872,848,1
8201,10/17/2016,L55380,L,299.3,310.8,1426,42.4,2.39261745,83.4,0.0075896,9.577936806,863.4,0
8202,10/18/2016,M23061,M,299.3,310.9,1826,25.1,3.063758389,83.5,0.0044929,5.669957874,846.1,0
8203,10/19/2016,L55382,L,299.3,310.9,1669,32.4,2.80033557,83.5,0.0057996,7.318989446,853.4,0
8204,10/20/2016,M23063,M,299.4,310.9,1473,40.1,2.47147651,83.5,0.0071779,9.058378914,861.1,0
8205,10/21/2016,L55384,L,299.4,310.9,1751,27.8,2.937919463,83.5,0.0049762,6.279873661,848.8,0
8206,10/22/2016,M23065,M,299.4,310.9,1446,47.3,2.426174497,83.5,0.0084667,10.68482101,868.3,0
8207,10/23/2016,L55386,L,299.3,310.8,1483,43.5,2.488255034,83.4,0.0077865,9.826421016,864.5,0
8208,10/24/2016,L55387,L,299.2,310.7,1535,42.6,2.575503356,83.3,0.0076254,9.623115754,863.6,0
8209,10/25/2016,L55388,L,299.2,310.7,1477,44,2.478187919,83.3,0.007876,9.939368384,865,0
8210,10/26/2016,L55389,L,299.3,310.8,1391,46.9,2.333892617,83.4,0.0083951,10.59446312,867.9,0
8211,10/27/2016,H37624,H,299.2,310.7,1636,29.4,2.744966443,83.3,0.0052626,6.641305238,850.4,0
8212,10/28/2016,L55391,L,299.2,310.6,1675,33.3,2.810402685,83.2,0.0059607,7.522294709,854.3,0
